file,size,width,height,total_area,area,area_count
70872439,58.373,788.0,315.0,248220.0,80374.5,8
71067186,85.851,535.0,848.0,453680.0,95583.5,9
71290777,77.885,563.0,707.0,398041.0,88344.0,36
72370074,210.551,1344.0,771.0,1036224.0,342523.5,9
75497667,24.821,396.0,286.0,113256.0,15449.0,2
79875403,242.892,3097.0,583.0,1805551.0,965786.5,12
80033918,1208.549,2171.0,3161.0,6862531.0,130369.0,59
80052744,66.336,846.0,577.0,488142.0,242218.0,14
80216687,174.321,1096.0,779.0,853784.0,282393.5,22
83429421,123.377,906.0,723.0,655038.0,213949.5,11
83533038,269.308,895.0,1511.0,1352345.0,511168.0,8
84488712,234.072,1182.0,1080.0,1276560.0,448799.0,23
88187333,74.215,706.0,540.0,381240.0,140714.5,4
95551586,146.81,1098.0,779.0,855342.0,194737.0,9
95685219,189.588,933.0,869.0,810777.0,175326.0,33
